,fips_code,agr,con,ext,neu,ope
430,18045,-0.09504,-0.51256,0.13803,0.49038,-0.56587
431,18049,-0.40615,-0.48113,0.50681,0.16075,-0.59322
432,18051,0.12648,-0.3346,-0.18921,0.53531,-0.37335
433,18053,0.17853,-0.18312,-0.31053,0.01669,0.13803
434,18055,-0.35513,-0.17157,0.02784,1.03169,-0.30989
435,18057,0.32743,0.54076,0.34567,-0.59412,0.67149
436,18059,0.3356,0.01685,-0.28606,0.34823,0.15685
437,18061,0.15362,-0.12761,0.28251,0.18405,-0.02616
438,18063,0.30978,0.20858,0.41626,0.05784,-0.41058
439,18065,0.10179,-0.29036,-0.00703,0.62452,-0.29203
440,18067,-0.2172,-0.81227,-0.10895,0.58053,0.18952
441,18069,0.63262,0.27472,-0.26804,0.15227,-0.27369
442,18071,0.48632,-0.21177,-0.07886,0.69686,-0.13671
443,18073,0.00886,-0.42915,0.38264,0.51174,-0.6127
444,18075,-0.05453,-0.728,-0.29979,0.80557,0.17787
445,18077,0.52763,0.67851,0.39706,-0.21277,-0.04875
446,18079,0.32915,-0.06647,0.48537,0.18789,-0.78971
447,18081,0.27237,0.03194,-0.14196,0.34627,0.44552
448,18083,-0.17289,-0.09536,-0.0887,0.12011,-0.22376
449,18085,0.76846,0.08433,-0.46403,-0.16889,0.14599
450,18087,0.21056,-0.28842,0.09605,0.31461,-0.818
451,18089,-0.92319,-0.83396,0.16374,0.20382,0.20448
452,18091,-0.5358,-0.32646,-0.37437,0.3287,0.4658
453,18093,0.05923,-0.47703,-0.39478,0.83082,-0.09697
454,18095,0.39549,0.04609,-0.0939,-0.04583,0.04918
455,18097,-0.25065,0.74167,0.03567,-0.78169,1.25361
456,18099,0.46869,-0.15808,-0.21686,0.24725,-0.0961
457,18103,-0.30152,-0.33088,0.35374,0.46624,0.43494
458,18105,0.14058,0.33362,-0.46614,-0.45973,1.76475
459,18107,0.24302,0.02239,-0.09475,0.19689,0.07569
460,18109,-0.54744,-1.32801,0.30102,1.03426,0.58967
461,18113,-0.14923,-1.30035,-0.37909,1.39534,-0.07457
462,18117,0.04476,-0.23661,0.45566,0.32393,-0.31839
463,18127,0.0952,-0.12973,-0.54783,0.54514,0.41091
464,18133,0.39322,0.2399,-0.29374,0.48346,0.16619
465,18135,0.20258,-0.53328,0.15795,0.71378,-0.43652
466,18137,-0.43078,-0.696,0.41574,0.81029,-0.30881
467,18139,-0.46724,-0.75491,0.23723,0.09614,-0.74915
468,18141,-0.02034,0.28487,-0.25827,-0.41249,0.69756
469,18143,0.47103,-0.57279,0.39175,0.6757,0.30721
470,18145,-0.05789,-0.17959,-0.26403,0.7739,0.03965
471,18153,-0.10254,-0.09795,0.25415,0.44164,-0.78948
472,18157,0.3172,0.54535,-0.89999,-0.53163,0.92284
473,18163,0.00346,-0.14359,-0.09128,0.18794,0.5311
474,18167,0.12229,0.01477,0.21503,-0.27874,0.09446
475,18169,-0.12086,-0.02172,-0.15031,0.52864,0.28257
476,18173,0.14075,-0.2785,-0.03249,0.1615,-0.16103
477,18175,0.12891,-0.044,0.43016,0.16879,-0.77078
478,18177,-0.35893,-0.69366,-0.1258,0.74328,0.85791
479,18179,0.52784,0.14944,0.00434,-0.3245,-0.76099
480,18181,0.03601,-0.36684,-0.26213,0.42771,-0.27064
481,18183,0.65311,-0.30076,0.24539,0.38809,-0.32876
482,19011,0.23126,-0.20062,-0.20804,0.61781,-0.58675
483,19013,0.24845,0.03527,0.00503,-0.22836,-0.01381
484,19015,-0.00618,-0.38054,-0.18536,0.67379,-0.76952
485,19017,0.78484,0.11559,0.08393,-0.38228,-0.39726
486,19019,0.27452,-0.06693,0.17168,0.38909,-0.98473
487,19021,0.72617,0.13283,-0.18605,0.07094,-0.55024
488,19027,0.68425,0.21554,0.0866,0.34886,-0.77771
489,19031,0.00806,-0.0457,-0.19286,0.73216,-0.2588
490,19033,0.83412,0.03746,0.17113,0.14043,-0.29838
491,19041,-0.00233,-0.1402,-0.274,0.38922,-0.5032
492,19045,-0.19547,-0.42157,-0.02405,0.8754,-0.51569
493,19049,0.3157,0.1226,-0.13865,0.11871,-0.26837
494,19057,-0.20335,-0.04881,-0.08963,0.33794,-0.06243
495,19059,1.05855,0.69413,0.53359,-0.44864,-0.58686
496,19061,0.06572,-0.34379,-0.04543,0.16781,-0.27093
497,19065,0.35501,-0.23723,-0.0229,0.52464,-0.87958
498,19067,0.27638,-0.30237,0.18248,0.15739,-0.93577
499,19079,0.44236,0.36254,0.09814,0.07598,-1.10305
500,19083,0.52579,-0.36383,0.31098,0.05343,-0.64742
501,19095,0.4313,0.16544,0.28158,-0.17564,-0.70269
502,19097,0.25281,-0.2047,0.25686,0.59987,-0.82705
503,19099,0.58605,0.3076,0.16417,0.33241,-0.83692
504,19101,0.36135,1.3462,-0.8724,-0.49141,1.61659
505,19103,0.09616,-0.09434,-0.5691,-0.02312,1.20417
506,19105,0.28293,-0.08817,0.24273,0.47932,-0.61842
507,19111,-0.21509,0.01492,0.1798,0.3811,-0.46745
508,19113,0.15776,0.40182,-0.24865,-0.18894,0.19024
509,19121,0.3028,-0.36141,0.13934,0.8805,-0.9262
510,19123,-0.12365,-0.00957,0.21223,0.07739,-0.54884
511,19125,0.51765,0.48906,0.29592,-0.03085,-0.45616
512,19127,-0.24647,-0.81502,0.03102,0.99151,-0.76891
513,19139,0.01078,-0.49332,-0.2776,0.51598,-0.04017
514,19149,0.29096,0.01079,0.18629,0.27795,-0.83431
515,19153,0.30973,0.65139,-0.31967,-0.47486,0.63971
516,19155,0.00814,0.00549,-0.52584,0.45932,0.15819
517,19157,0.17462,-0.06022,-0.45474,0.54356,-0.09943
518,19163,0.05404,0.05956,0.05371,-0.07922,0.10842
519,19165,0.70684,0.04429,0.60953,0.01403,-0.65576
520,19167,1.13407,0.70384,-0.14715,-0.58116,-0.59466
521,19169,0.47157,0.19711,-0.45633,-0.45393,0.49122
522,19171,0.23275,-0.66888,-0.11524,-0.02067,-1.2086
523,19175,0.38394,-0.03999,0.19592,0.40087,-1.12906
524,19179,0.33126,-0.12005,-0.40266,0.60427,-0.45192
525,19181,0.33656,0.2437,-0.20831,0.12981,-0.19174
526,19187,-0.06771,0.56647,0.08359,-0.13389,-0.70397
527,19189,0.56426,-0.26539,0.21694,-0.08649,-0.73421
528,19191,0.57506,0.2587,-0.22102,0.04391,0.35758
529,19193,-0.00363,-0.53217,-0.11328,0.38115,-0.01072
530,20001,-0.09094,-0.69517,0.47241,0.05459,-0.85966
531,20005,-0.01512,0.15883,0.53849,-0.00507,-0.48762
532,20009,0.10131,-0.40543,0.02334,0.48812,-0.49791
533,20011,0.27066,-0.075,0.65676,-0.37868,-0.57671
534,20015,0.20219,-0.31989,0.16506,0.30952,-0.02037
535,20021,0.14064,-0.627,0.40391,0.76296,-0.60062
536,20035,0.42233,0.0591,0.03634,-0.28752,-0.36031
537,20037,0.10581,0.17174,0.06764,0.1658,0.02785
538,20041,0.18059,0.01205,0.19783,0.58527,-0.24453
539,20043,0.574,0.12344,0.56092,-0.43351,-1.1954
540,20045,0.29705,0.24579,-0.66179,-0.17781,1.47834
541,20051,0.16506,0.24642,-0.01969,0.22625,0.00953
542,20055,0.0835,-0.08123,-0.01378,0.01205,-0.73623
543,20057,-0.47246,-0.68636,0.19303,0.29085,-0.47145
544,20059,0.40796,-0.08271,-0.06055,-0.06043,-0.34981
545,20061,-0.20815,-0.25653,0.20581,-0.02447,-0.23959
546,20079,0.68376,-0.26506,-0.40036,0.50822,-0.45063
547,20091,0.23925,0.94344,-0.63257,-0.64103,0.76408
548,20099,-0.234,-0.60139,0.2174,0.3919,-0.16877
549,20103,-0.30038,0.18271,0.04932,0.23347,-0.09928
550,20111,0.37326,0.15241,-0.07027,-0.00392,0.00804
551,20113,0.57247,-0.17106,-0.48882,0.14615,-0.22854
552,20121,0.34694,-0.6624,0.40433,0.62521,-0.18104
553,20125,-0.52186,-0.52556,0.37985,0.06924,-0.72285
554,20133,0.00437,-0.13758,0.23069,-0.05609,-0.67887
555,20149,0.29342,-0.30826,0.14649,-0.25401,-1.24776
556,20151,-0.2861,-0.1844,0.3278,-0.15253,-0.73129
557,20155,0.52285,0.58665,-0.36795,0.15643,0.06502
558,20161,0.32434,0.46228,-0.06625,-0.68187,0.47817
559,20169,0.00441,-0.27436,-0.23903,0.42147,0.04468
560,20173,-0.10916,0.05036,-0.35846,-0.09647,0.47406
561,20175,-0.56588,-1.41188,-0.88861,1.63649,1.56017
562,20177,0.1946,0.66177,-0.63004,-0.30372,0.61868
563,20191,0.09185,-0.44863,0.22526,0.58339,-0.61481
564,20209,-0.43618,-0.36518,-0.43986,-0.26711,0.5706
565,21001,0.71075,0.6444,0.55168,-0.29451,-0.38588
566,21005,0.80446,0.53802,0.15918,-0.35756,-0.63329
567,21009,0.06605,0.3114,-0.36016,0.08777,-0.09191
568,21013,-0.16988,-0.58994,-0.14644,0.7601,-0.49536
569,21015,0.29401,0.50842,0.03,0.04037,0.18067
570,21017,0.07116,0.14056,-0.04001,0.40227,-0.59289
571,21019,-0.10671,0.07509,-0.18747,0.68985,0.02604
572,21021,0.31055,0.31468,-0.04636,0.37102,-0.14257
573,21029,-0.10747,-0.03887,0.10455,0.34145,-0.37174
574,21035,0.76758,0.64748,0.21085,-0.21078,0.00591
575,21037,0.20394,0.40791,0.1328,-0.19339,0.47775
576,21043,0.65929,-0.46535,-0.27915,0.73507,-0.56355
577,21047,-0.41343,-0.18804,0.43359,0.11682,-0.34089
578,21049,-0.17632,-0.52907,0.13437,0.5969,-0.17221
579,21059,0.29797,0.46224,-0.14004,0.1121,0.29132
580,21067,0.32137,0.87966,-0.05014,-0.65971,0.8388
581,21071,-0.29977,-0.23057,-0.13569,0.53212,-0.7199
582,21073,-0.24713,0.52186,-0.07277,-0.49001,0.30755
583,21083,0.15803,-0.23695,0.25011,0.10174,-0.6533
584,21089,0.18833,-0.31864,0.04081,1.05817,-0.05955
585,21093,-0.58173,-0.25029,-0.28849,0.33094,0.61123
586,21095,-0.23812,-0.50854,-0.65997,1.38075,-0.18801
587,21097,0.0848,-0.49823,0.46408,0.57456,-0.87371
588,21101,0.29969,0.28025,-0.14084,0.4627,0.09719
589,21107,0.40675,0.78945,0.09855,-0.47299,-0.29998
590,21111,-0.43431,-0.1964,0.40838,-0.30629,0.34698
591,21113,0.79455,0.51395,-0.24832,0.11024,0.30316
592,21115,0.00732,-0.40695,0.32945,0.60435,-0.6388
593,21117,0.00416,0.30052,0.08791,-0.23727,0.30164
594,21121,0.18546,-0.39299,-0.09785,0.80407,-0.39994
595,21125,0.37362,-0.33166,-0.44259,0.40344,0.01739
596,21141,0.62602,0.13023,0.38643,-0.17631,-0.45553
597,21145,0.01151,0.41473,-0.07441,0.05007,0.17016
598,21151,0.32645,0.14236,-0.22232,0.20259,0.47737
599,21157,0.38089,0.26415,0.17327,0.32993,-0.76444
600,21161,-0.1459,-0.29965,0.47139,0.27877,-0.34547
601,21167,0.07772,-0.41641,-0.03015,0.74108,0.0513
602,21177,0.3232,-0.18304,-0.10042,0.54878,0.34601
603,21179,-0.37518,-0.39517,0.05779,0.76962,-0.31522
604,21183,0.078,-0.26521,0.33003,0.02579,-0.52802
605,21185,0.33725,0.30171,-0.06583,-0.24807,-0.4588
606,21193,-0.16919,0.06501,-0.28266,0.8433,-0.56566
607,21195,0.08451,0.11918,-0.27174,0.61053,-0.3833
608,21199,0.77369,-0.06152,-0.06861,0.26568,0.1581
609,21209,0.10761,0.34095,0.28276,-0.00729,-0.18791
610,21211,0.20748,0.27777,0.28178,-0.3289,-0.55872
611,21213,-0.01448,0.17121,0.54681,-0.10255,-0.56999
612,21217,0.48562,0.05864,-0.2177,0.06237,-0.59375
613,21227,0.48307,0.79194,-0.03937,-0.63098,0.41474
614,21235,0.21127,-0.11618,-0.51109,0.95804,-0.16755
615,21239,0.26196,0.37581,0.16563,-0.11072,-0.60648
616,22001,-0.51412,-0.40964,0.21747,0.09746,-0.35649
617,22003,-0.1569,-0.09333,0.75507,-0.11522,-0.5152
618,22005,-0.37459,0.52694,0.37118,-0.40004,-0.1598
619,22009,-0.62386,-0.39971,0.29122,0.36882,-0.49692
620,22011,-0.04439,-0.08532,0.47372,-0.12057,-0.46096
621,22015,-0.35718,-0.06151,0.21061,-0.12664,0.14065
622,22017,-0.69273,-0.10772,0.0998,-0.26911,0.66858
623,22019,-0.31901,-0.02623,0.45801,-0.36784,-0.10362
624,22029,-0.62456,-0.62766,0.30217,-0.03192,-0.82919
625,22031,-0.27638,0.06491,0.40782,-0.42835,-0.98206
626,22033,-0.73285,0.31787,0.35928,-0.63733,0.45442
627,22039,-0.51953,-0.25242,0.30414,0.09631,-0.83417
628,22045,-0.71177,-0.1955,0.17171,-0.08923,-0.24987
629,22047,-0.62578,-0.40275,0.23546,0.17058,-0.55442
630,22049,-0.36329,-0.20267,0.90301,-0.13265,-0.91362
631,22051,-0.78364,-0.32238,0.32022,-0.0278,0.30576
632,22053,-0.3724,-0.52656,0.01093,0.31813,-0.17583
633,22055,-0.53614,0.18909,0.32427,-0.38103,0.75004
634,22057,-0.66938,-0.48153,0.03665,0.41331,-0.2709
635,22061,-0.34135,0.2172,0.50072,-0.36401,-0.21512
636,22063,0.07174,-0.37633,0.02746,0.24462,-0.21156
637,22065,-0.28506,-0.37529,0.73687,-0.10874,-0.93048
638,22067,-0.57825,-0.39312,0.40181,0.14215,-0.86365
639,22069,-0.38858,0.16405,-0.08247,-0.26353,-0.15731
640,22071,-0.76532,0.03878,0.3558,-0.20277,0.89905
641,22073,-0.66468,0.31376,0.24315,-0.44979,-0.21693
642,22075,-0.62432,-0.78131,0.25472,0.50623,0.24165
643,22079,-0.79701,-0.28669,0.24419,-0.02157,0.13413
644,22083,-0.74677,-0.46786,0.16927,0.31987,-0.96275
645,22085,-0.49556,-0.60771,0.3394,-0.03967,-0.83777
646,22087,-0.47347,-0.07738,0.41094,0.25861,-0.74233
647,22089,-0.50589,-0.54501,0.17631,0.26475,-0.13035
648,22093,0.6503,0.19612,-0.19626,0.53295,-0.23792
649,22095,-0.59541,-0.22081,0.58423,-0.01154,-0.82733
650,22097,-0.86866,-0.47535,0.12507,0.39359,-0.16921
651,22099,-0.05737,-0.20685,0.791,-0.65369,-0.63273
652,22101,-0.62532,-0.29234,0.53081,0.01753,-0.44191
653,22103,-0.18364,0.31097,-0.14211,-0.05949,0.25212
654,22105,-0.47849,0.08931,0.39012,-0.28846,0.00666
655,22109,-0.76995,-0.6615,0.15906,0.40488,-0.01654
656,22113,0.00202,0.3254,0.81587,-0.23714,-0.46053
657,22115,-0.4797,-0.05725,0.42277,0.16223,-0.30249
658,22117,-0.49834,0.10817,0.16338,0.01421,-0.44998
659,22119,-0.69936,-0.5136,0.45957,0.29428,-0.57429
660,22121,-0.56501,-0.25087,0.18722,0.05206,-0.89294
661,22127,-0.34718,0.28009,1.09182,-0.4502,0.32177
662,23001,-0.14392,-0.47748,-0.63408,0.91822,0.18476
663,23003,0.20412,-0.31146,-0.82435,0.7979,0.49914
664,23005,0.26331,0.6805,-0.74135,-0.29263,1.78501
665,23007,0.02905,-0.81715,-0.23533,1.66834,0.1734
666,23009,0.98064,0.98727,-0.44029,0.33653,0.99093
667,23011,0.40589,0.89122,-0.7703,0.41931,0.82446
668,23013,0.34295,0.8003,-0.43906,0.29958,0.77488
669,23015,0.21314,0.51541,-0.46619,0.41975,0.25249
670,23017,-0.25704,-0.30829,-0.37458,0.99933,0.21068
671,23019,0.24746,0.40318,-1.17974,0.39174,0.9373
672,23023,0.47052,0.4624,-0.6446,0.54617,0.63943
673,23025,0.42074,0.22951,-0.26795,0.64859,-0.26628
674,23027,0.2662,0.43612,-0.67853,0.6021,0.59182
675,23029,0.12506,0.13453,-0.27022,0.82359,0.04607
676,23031,0.08256,0.38233,-0.65183,0.87273,0.79493
677,24001,-0.34474,-0.32516,0.00317,0.32974,0.42305
678,24003,-0.4885,0.20538,0.14622,-0.18683,0.74915
679,24005,-0.54292,-0.43294,0.02923,0.17191,0.51165
680,24009,-0.5867,-0.29801,-0.13758,0.43849,0.35996
681,24011,-0.32987,-0.08404,-0.01331,0.43141,-0.56931
682,24013,0.03521,-0.16311,-0.39292,0.43396,0.46793
683,24015,-0.33376,-0.12617,0.01194,0.15846,0.22206
684,24017,-0.85502,-0.41506,0.18268,0.02223,0.17121
685,24019,-0.28758,-0.13167,0.03947,-0.03353,-0.28623
686,24021,0.12015,0.33129,-0.31481,0.0692,0.77784
687,24025,-0.65145,-1.17513,0.09075,0.55023,0.46765
688,24027,-0.095,0.49541,-0.49898,-0.59381,1.21037
689,24029,-0.10179,0.14279,0.10792,-0.82699,-0.38284
690,24031,-0.27889,0.16599,-0.54298,-0.52113,1.25915
691,24033,-0.73988,-0.11197,0.39239,-0.29174,0.41253
692,24035,-0.3023,0.06548,-0.0287,0.23856,-0.19627
693,24037,-0.60298,-0.50113,-0.12211,0.33493,0.59067
694,24039,-0.18361,0.05732,0.31711,-0.04153,-0.33723
695,24041,-0.2021,0.03771,-0.11559,-0.11806,-0.17826
696,24043,-0.68437,-1.21114,-0.25677,1.09495,0.4104
697,24045,-0.1275,-0.23967,-0.03467,-0.17048,0.3285
698,24047,-0.14506,-0.12913,-0.01189,-0.01074,0.57625
699,24510,-0.95194,-0.12412,0.07639,-0.23616,1.09535
700,25001,0.06417,-0.04014,-0.25139,0.42235,0.52597
701,25003,0.27039,0.66612,-0.67029,0.27463,1.32614
702,25005,-0.58551,-0.75247,-0.29903,0.87307,0.31932
703,25009,-0.63074,-0.93189,-0.37459,0.88923,0.20876
704,25011,0.45921,0.79363,-0.74613,0.30178,0.86677
705,25013,-0.75286,-0.7841,0.12558,0.59541,0.45487
706,25015,-0.05856,-0.27143,-0.52074,0.41576,1.41056
707,25017,-0.18735,0.22878,-1.00716,0.03259,1.372
708,25019,0.09,0.55581,0.23632,-0.1438,0.8223
709,25021,-0.44902,-0.2685,-0.35998,0.49125,0.35065
710,25023,-0.54308,-0.52886,0.04582,0.32173,0.39245
711,25025,-0.39809,0.18667,-0.29466,-0.07953,1.78041
712,25027,-0.57114,-0.98954,-0.76137,0.95382,0.07357
713,26005,0.43869,0.32501,-0.17817,0.43184,0.23891
714,26007,0.18381,-0.18238,0.16666,0.18074,-0.28493
715,26015,-0.21729,-0.24228,0.0946,0.72107,0.00451
716,26017,-0.18855,-0.75762,-0.32497,0.88057,0.35901
717,26021,-0.15165,0.10041,-0.29998,-0.12072,0.30079
718,26023,-0.23465,-0.61064,0.15151,0.77637,-0.54594
719,26025,-0.12337,-0.3293,-0.29374,0.11399,0.12314
720,26027,-0.22545,-0.92395,0.35312,0.65209,0.045
721,26033,0.02395,-0.77952,-0.81724,0.75425,-0.01469
722,26035,0.40463,-0.31738,0.48908,0.62832,-0.3601
723,26037,0.08736,-0.1906,0.14097,0.39861,-0.44786
724,26041,0.20659,-1.02799,-0.80288,1.14929,-0.39704
725,26045,0.07398,-0.65805,0.14032,0.56816,-0.24137
726,26047,0.24579,0.25579,-0.40706,0.19484,0.1749
727,26049,-0.89942,-0.76284,0.03486,0.04592,0.15629
728,26053,0.25203,-0.69213,-0.17325,0.54112,-1.36587
729,26055,0.66237,1.0299,-0.53179,-0.11686,1.39338
730,26057,0.18083,0.11784,-0.14458,0.37259,0.04292
731,26059,0.08861,-0.41834,-0.47979,0.48082,-0.29465
732,26061,0.57325,0.56685,-0.95997,-0.47789,0.4315
733,26065,0.04537,0.35753,-0.23744,-0.55755,0.9993
734,26067,0.08832,-1.1778,-0.55511,1.14139,0.14196
735,26073,0.25087,0.00111,-0.12853,0.07424,0.49944
736,26075,-0.21561,-0.4767,-0.20571,0.55663,0.08478
737,26077,-0.08146,-0.11846,-0.25715,-0.14615,0.91773
738,26081,0.21189,0.45842,-0.45847,-0.4588,1.0696
739,26087,-0.03128,-1.13573,-0.16508,0.9098,-0.07121
740,26091,0.08914,-0.00843,-0.03775,0.48186,-0.00881
741,26093,0.0007,-0.80169,-0.17146,0.78763,0.17981
742,26099,-0.605,-0.68595,-0.06804,0.52008,0.19824
743,26103,0.51459,-0.04378,-0.8538,0.28007,0.65271
744,26105,0.33702,-0.33674,-0.56185,0.41118,-0.31421
745,26107,0.17744,0.0241,-0.1869,0.07219,0.52535
746,26111,0.63662,0.34649,-0.17025,-0.05529,0.45677
747,26115,-0.15128,-0.44146,-0.31281,0.64996,0.21172
748,26117,0.49442,-0.47928,-0.02091,1.01889,-0.42713
749,26121,-0.53989,-0.58072,0.04477,-0.1182,-0.02998
750,26123,0.30933,-0.39739,-1e-05,0.58526,0.1134
751,26125,-0.26399,0.20137,0.08812,-0.3192,0.64464
752,26137,0.5835,0.07927,0.30276,-0.09382,-1.09363
753,26139,0.85097,0.07484,-0.41416,-0.02404,0.60751
754,26145,-0.58214,-0.74855,-0.4632,0.85559,0.07352
755,26147,-0.05323,-0.65306,-0.31625,0.96958,0.16835
756,26149,0.0488,-0.72474,-0.19839,0.97168,-0.23037
757,26151,0.30577,0.03787,0.05466,0.11666,-0.2791
758,26155,-0.02507,-0.9173,-0.26721,1.16833,0.01411
759,26157,-0.15929,-0.3701,-0.14114,0.83132,-0.22956
760,26159,0.36689,-0.52723,0.12713,0.66889,-0.15344
761,26161,-0.00222,0.27299,-0.89075,-0.34737,1.78639
762,26163,-0.96756,-0.24301,0.33445,-0.36089,0.74082
763,26165,0.10448,0.08928,-0.5202,0.34211,-0.1831
764,27003,-0.16663,-0.96639,0.06999,0.65404,-0.17727
765,27005,0.88548,0.15391,0.57974,-0.06481,-0.68669
766,27007,0.5425,-0.09065,-0.57569,0.46457,0.17937
767,27009,0.41765,0.31063,0.26271,0.1275,-0.15817
768,27013,0.27583,-0.17237,0.09272,-0.31073,0.18646
769,27015,0.37842,-0.08645,0.0397,0.46678,-0.61644
770,27017,0.13529,-0.25885,-0.26839,0.78963,-0.41276
771,27019,0.34211,-0.28429,-0.094,0.11035,-0.01316
772,27023,0.39454,-0.62964,0.04586,0.67153,0.67237
773,27025,-0.02299,-0.41788,0.291,0.66023,0.09389
774,27027,0.56353,0.05345,-0.51165,-0.00134,0.60102
775,27035,0.33256,0.10148,-0.30959,0.19186,0.59451
776,27037,0.25955,-0.1287,-0.07428,0.09234,0.18357
777,27041,0.49186,0.09425,-0.18814,0.16663,-0.4664
778,27047,0.17018,-0.10281,0.20945,0.61798,-0.16697
779,27049,0.03924,0.03916,-0.32672,0.24088,-0.09976
780,27053,0.18792,0.65742,-0.57417,-0.60642,1.88315
781,27059,0.53354,-0.04718,-0.1127,0.13101,-0.48815
782,27061,0.28324,0.3935,-0.17694,0.17747,-0.11093
783,27067,0.46146,-0.25924,0.31458,0.03624,-0.26213
784,27079,0.52435,-0.16373,0.38755,0.59347,-0.86849
785,27083,0.45626,0.05019,-0.25634,-0.11406,-0.70884
786,27085,0.86155,0.26801,-0.39897,0.39132,-0.52299
787,27093,0.71524,-0.22327,0.66853,0.19296,-0.90004
788,27095,0.0995,0.11187,-0.05106,0.47945,-0.12992
789,27099,0.02753,-0.55377,0.09172,0.5443,-0.38381
790,27103,0.75478,0.62971,0.2371,-0.22541,-0.27103
791,27105,0.62235,-0.37497,0.34063,-0.25496,-0.92235
792,27109,0.24633,0.1099,-0.69703,-0.04183,0.20426
793,27111,0.50808,-0.52384,-0.21586,0.74633,-0.20455
794,27113,-0.03855,-0.22372,-0.09451,0.15553,-0.91045
795,27119,0.35177,-0.56035,0.00064,0.38552,-0.6139
796,27123,0.1697,0.61999,-0.76806,-0.53678,1.57048
797,27127,0.73638,0.19483,0.30668,0.32442,-0.51917
798,27131,0.68664,0.63759,-0.85678,0.25787,0.19834
799,27135,0.73238,-0.0433,0.3433,0.0162,-1.19771
800,27137,0.50138,0.18765,-0.52576,-0.08745,0.76826
801,27139,0.23185,0.00975,-0.28799,0.19691,-0.23772
802,27141,0.33095,-0.34274,-0.00351,0.60141,-0.49392
803,27145,0.28809,-0.11923,-0.09647,-0.05956,0.40372
804,27147,0.41588,-0.02622,-0.4387,0.37056,-0.28121
805,27149,0.40701,0.39695,-0.0872,-0.04799,-0.39473
806,27163,0.31327,0.11705,-0.47309,0.15395,0.50798
807,27169,0.49748,0.09362,-0.17621,0.12451,0.30741
808,27171,0.4728,-0.3498,-0.3657,0.41486,-0.20336
809,28001,-0.70595,-0.305,0.2582,0.13061,-0.83774
810,28003,0.50808,0.60412,-0.09778,0.07767,0.22962
811,28011,-0.46659,-0.02707,0.32442,-0.02882,-0.72196
812,28013,-0.35703,0.23641,0.28268,0.01689,-1.2931
813,28017,-0.35293,0.09597,0.46565,-0.04823,-0.52358
814,28023,-0.32247,-0.09663,0.273,-0.03201,-1.20947
815,28025,-0.52682,0.0042,0.17229,0.41629,-0.96951
816,28027,-0.50955,-0.35603,0.14988,0.15396,-0.54777
817,28029,-0.32567,-0.00457,0.56033,-0.11072,-0.63417
818,28033,-0.36306,-0.13101,0.22462,0.14428,-0.366
819,28035,-0.31651,0.33958,0.15876,-0.61969,0.36227
820,28045,-0.56697,-0.33971,0.49093,0.31178,0.05948
821,28047,-0.70098,0.12777,0.27933,-0.23425,0.41434
822,28049,-0.55504,0.47789,0.43303,-0.50304,0.22351
823,28051,-0.42374,-0.22323,0.2534,-0.14406,-0.89799
824,28053,-0.58625,-0.12691,0.00257,0.13489,-0.87553
825,28057,0.16995,0.44135,0.09983,0.07293,-0.70492
826,28059,-0.53321,-0.17216,0.10212,0.01374,-0.021
827,28065,-0.27314,-0.02081,0.71082,-0.35424,-1.03314
828,28067,-0.32509,0.04558,0.1169,-0.16553,-0.43844
829,28071,0.0122,0.54354,0.11208,-0.26883,0.64536
830,28073,-0.00897,0.25158,0.4878,-0.21749,0.3334
831,28075,-0.42784,0.03878,0.15575,-0.30352,0.03539
832,28081,-0.00188,0.49206,0.25847,-0.26977,-0.37306
833,28083,-0.52064,-0.11835,0.52383,-0.31173,-0.46478
834,28085,-0.2677,-0.19853,0.5058,0.03425,-0.65261
835,28087,-0.13658,0.17997,0.20893,-0.00558,-0.21095
836,28089,-0.05232,0.80654,0.41429,-0.89571,-0.37588
837,28091,-0.07943,-0.21915,0.47093,0.04864,-0.24286
838,28095,-0.22894,0.22531,-0.17076,0.05963,-0.61638
839,28097,0.09247,-0.21235,0.45616,-0.06864,-0.52386
840,28099,0.03857,-0.40563,0.6597,0.01055,-0.33291
841,28101,-0.40422,-0.34286,0.43163,0.12349,-0.73929
842,28103,0.08176,-0.07698,0.33465,-0.21853,-1.02501
843,28105,0.24951,0.67346,-0.01709,-0.93352,0.24563
844,28107,-0.43381,0.10922,0.18112,-0.33402,-0.80369
845,28109,-0.37625,-0.58051,-0.06997,0.67823,0.11412
846,28113,-0.59257,-0.00718,0.07249,0.09994,-0.58935
847,28115,0.16174,0.50864,0.25843,0.06462,-0.61116
848,28117,0.63233,0.49555,0.44086,-0.38785,-0.79555
849,28121,0.01601,-0.85002,-0.44998,0.92576,0.2937
850,28123,-0.12888,0.39685,0.22147,-0.12436,-0.94969
851,28127,-0.31821,-0.07954,0.46766,0.14984,-1.19384
852,28133,-0.63091,-0.07086,-0.02064,0.19936,-0.56187
853,28137,-0.00554,0.40754,0.48762,-0.53722,-1.01835
854,28139,0.27538,0.03972,0.41099,-0.10412,-0.53247
855,28141,0.62789,0.24577,-0.11271,0.53526,-0.29358
856,28145,0.18092,0.54298,0.64262,-0.32179,-1.06359
857,28149,-0.56037,0.09658,0.08846,0.02066,-0.26572
858,28151,-0.65807,-0.18044,0.36172,0.13474,-0.63603
859,28153,-0.09514,-0.3018,0.44746,-0.40602,-0.91068
860,28159,-0.15744,0.0992,0.37971,0.09517,-0.86001
